file_name,info
QUEC.NS_FY2022_ESG REPORT 2021-22.pdf,Successfully downloaded
DTL.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
BORO.NS_FY2022_ENVIRONMENTAL SOCIAL & GOVERNANCE REPORT FINANCIAL YEAR 2021-22.pdf,Successfully downloaded
"ARDX.OQ_FY2022_Environmental, Social & Governance Report 2022.pdf",Successfully downloaded
TKGJ.J_FY2022_Integrated Report 2022.pdf,Successfully downloaded
JKIN.NS_FY2022_Integrated Annual Report 2021-22.pdf,Successfully downloaded
JULS.NS_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
"KENI.NS_FY2022_ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2022.pdf",Successfully downloaded
TSGJ.J_FY2022_Integrated Annual Report 2022.pdf,Successfully downloaded
RLGY.N_FY2022_Corporate Social Responsibility Report-2022.pdf,Successfully downloaded
DCOM.OQ_FY2022_2023 ESG Report.pdf,Successfully downloaded
3101.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
ENAT3.SA_FY2022_Annual Sustainability Report 2021.pdf,Successfully downloaded
8511.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
BAAC.BO_FY2022_Sustainability Report 2021.pdf,Successfully downloaded
ING.AX_FY2022_SUSTAINABILITY report 2022.pdf,Successfully downloaded
9119.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
FRHO.SI_FY2022_Integrated ESG Report 2022.pdf,Successfully downloaded
AMBC.N_FY2022_Corporate Social Sustainability Report 2022.pdf,Successfully downloaded
ASB.AX_FY2022_ESG Report 2022.pdf,Successfully downloaded
WAHA.AD_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
CRMT.OQ_FY2022_Corporate Responsibility Report 2022.pdf,Successfully downloaded
"0035.HK_FY2022_ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2022.pdf",Successfully downloaded
IMD.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
ANCR.KL_FY2022_INTEGRATED ANNUAL REPORT 2022.pdf,Successfully downloaded
VAIB.NS_FY2022_INTEGRATED REPORT 2021-22.pdf,Successfully downloaded
GHCH.NS_FY2022_Integrated Annual Report 2021-22.pdf,Successfully downloaded
CMLJ.J_FY2022_Carbon Footprint Assessment.pdf,Successfully downloaded
DBANn.DE_FY2022_Annual Report 20212022.pdf,Successfully downloaded
CSBB.NS_FY2022_Business Responsibility & Sustainability Report FY 2021-22.pdf,Successfully downloaded
CRST.L_FY2022_Integrated Report 2022.pdf,Successfully downloaded
AAC.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
CGO.TO_FY2022_2022 Climate Action Plan and TCFD Report.pdf,Successfully downloaded
CGO.TO_FY2022_ESG and Sustainability Report 2022.pdf,Successfully downloaded
SUNT.NS_FY2022_ESG report 2022.pdf,Successfully downloaded
SDR.AX_FY2022_Annual Report FY2022.pdf,Successfully downloaded
ALBBV.HE_FY2022_Annual Sustainability Report 2022.pdf,Successfully downloaded
SIG.AX_FY2022_Sustainability Report 202122.pdf,Successfully downloaded
FORR.OQ_FY2022_2022 ESG in Review.pdf,Successfully downloaded
HDI.TO_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
GEM.AX_FY2022_2022 Sustainability Report.pdf,Successfully downloaded
COF.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
CXL.AX_FY2022_Sustainability Report FY22.pdf,Successfully downloaded
TRST.OQ_FY2022_CORPORATE GOVERNANCE GUIDELINES 2022.pdf,Successfully downloaded
HOV.N_FY2022_ESG REPORT 2022.pdf,Successfully downloaded
AMIO.NS_FY2022_SUSTAINABILITY REPORT FY22.pdf,Successfully downloaded
EDEL.NS_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
NBLY.TO_FY2022_2022 ESG Report.pdf,Successfully downloaded
ITM.L_FY2022_ESG Report 2022.pdf,Successfully downloaded
BVB.DE_FY2022_Annual Report 20212022.pdf,Successfully downloaded
GNC.L_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
RNK.L_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
SVM.TO_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
YIT.HE_FY2022_2022 Annual Review.pdf,Successfully downloaded
WGX.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
RAJR.NS_FY2022_Integrated Report 2021-22.pdf,Successfully downloaded
AIPJ.J_FY2022_Integrated Report 2022.pdf,Successfully downloaded
MCFT.OQ_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
8032.T_FY2022_Integrated report 2022.pdf,Successfully downloaded
SGF.AX_FY2022_ESG Strategy 2022.pdf,Successfully downloaded
VUL.AX_FY2022_FY22 Sustainability Report.pdf,Successfully downloaded
ACADE.ST_FY2022_Annual and Sustainability Report 202122.pdf,Successfully downloaded
HDDG.DE_FY2022_Annual Report 20212022.pdf,Successfully downloaded
OCEJ.J_FY2022_CARBON FOOTPRINT 2022.pdf,Successfully downloaded
OCEJ.J_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
OCEJ.J_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
5702.T_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
RED.AX_FY2022_2022 ENVIRONMENTAL SOCIAL AND GOVERNANCE REPORT.pdf,Successfully downloaded
WBOJ.J_FY2022_INTEGRATED REPORT 2022.pdf,Successfully downloaded
FARM.KL_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
THOM.NS_FY2022_Integrated Annual Report 2021-2022.pdf,Successfully downloaded
LOVE.OQ_FY2022_FY22 ESG REPORT.pdf,Successfully downloaded
INRL.NS_FY2022_ANNUAL  REPORT 2021 2022.pdf,Successfully downloaded
OXHL.SI_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
WIN.L_FY2022_Annual report and accounts 2022.pdf,Successfully downloaded
5202.T_FY2022_Integrated report 2022.pdf,Successfully downloaded
WHS.NZ_FY2022_INTEGRATED ANNUAL REPORT 2022.pdf,Successfully downloaded
WHS.NZ_FY2022_Greenhouse Gas Emissions Inventory Report.pdf,Successfully downloaded
TYR.AX_FY2022_Corporate Sustainability Report 2022.pdf,Successfully downloaded
HPI.AX_FY2022_Sustainability Report FY22.pdf,Successfully downloaded
SPFI.OQ_FY2022_ESG Report.pdf,Successfully downloaded
MATR.KL_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
KGN.AX_FY2022_Corporate Governance 2022.pdf,Successfully downloaded
KAPJ.J_FY2022_Integrated Report 2022.pdf,Successfully downloaded
HOEX.NS_FY2022_SUSTAINABILITY REPORT2021-22.pdf,Successfully downloaded
PBH.AX_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
SSM.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
MGX.AX_FY2022_2022 Sustatainability report.pdf,Successfully downloaded
GCO.N_FY2022_ESG Report 2022.pdf,Successfully downloaded
SGRC.NS_FY2022_Integrated Report 2021-22.pdf,Successfully downloaded
GWA.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
FBRJ.J_FY2022_Integrated Annual Report 2022.pdf,Successfully downloaded
SKO.NZ_FY2022_ESG REPORT 2022.pdf,Successfully downloaded
MRM.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
DSON.KL_FY2022_ANNUAL REPORT 2022.pdf,Successfully downloaded
NL.N_FY2022_Corporate Governance Guidelines 2023.pdf,Successfully downloaded
CWP.AX_FY2022_ESG REPORT 2022.pdf,Successfully downloaded
TCPJ.J_FY2022_Integrated Report 2022.pdf,Successfully downloaded
STYE.NS_FY2022_Sustainability report 2021.pdf,Successfully downloaded
OKDBV.HE_FY2022_2022 Financial Review.pdf,Successfully downloaded
MYX.AX_FY2022_2022 CORPORATE GOVERNANCE STATEMENT.pdf,Successfully downloaded
THRM.NS_FY2022_49th Annual Report 2021-2022.pdf,Successfully downloaded
COE.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
VNV.ST_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
MARS.L_FY2022_TFRD Report 2022.pdf,Successfully downloaded
"GDI.AX_FY2022_Environmental, Social and Governance Report 2022.pdf",Successfully downloaded
SAN.NZ_FY2022_INTEGRATED ANNUAL REPORT 2022.pdf,Successfully downloaded
XTC.TO_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
MAY.AX_FY2022_2022 Corporate Governance Statement.pdf,Successfully downloaded
PIF.TO_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
"3818.HK_FY2022_20212022 Environmental, Social and Governance Report.pdf",Successfully downloaded
SML.NZ_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
HOFT.OQ_FY2022_CSR Report 2022.pdf,Successfully downloaded
SKBNK.IS_FY2022_Greenhouse Gas Verification Report 2022.pdf,Successfully downloaded
CCX.N_FY2022_Impact Report 2022.pdf,Successfully downloaded
SFST.OQ_FY2022_2023 ENVIRONMENTAL SOCIAL & GOVERNANCE REPORT.pdf,Successfully downloaded
ALCO.OQ_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
5932.T_FY2022_Integrated Report 2022.pdf,Successfully downloaded
NMT.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
AELJ.J_FY2022_INTEGRATED ANNUAL REPORT 2022.pdf,Successfully downloaded
ITI.OQ_FY2022_FY 2022 ESG Report.pdf,Successfully downloaded
"ALYA.OQ_FY2022_Environmental, Social, and Governance report 2022.pdf",Successfully downloaded
CVN.AX_FY2022_2022 SUSTAINABILITY REPORT.pdf,Successfully downloaded
S.TO_FY2022_Sherritt Sustainability Report 2021.pdf,Successfully downloaded
SXL.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
RAP1V.HE_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
PGH.AX_FY2022_Sustainability Report 2022.pdf,Successfully downloaded
AOUT.OQ_FY2022_2022 ESG REPORT.pdf,Successfully downloaded
CMCT.OQ_FY2022_2022 ESG Report.pdf,Successfully downloaded
QMCO.OQ_FY2022_ENVIRONMENTAL RESPONSIBILITY REPORT.pdf,Successfully downloaded
SPL.AX_FY2022_ESG Report 2022.pdf,Successfully downloaded
DMYDb.ST_FY2022_Annual report 20212022.pdf,Successfully downloaded
ECOH.KL_FY2022_Annual Report FY2022.pdf,Successfully downloaded
OESX.OQ_FY2022_ESG Report 2022.pdf,Successfully downloaded
CCX.AX_FY2022_2022 ANNUAL REPORT.pdf,Successfully downloaded
MEIP.OQ_FY2022_2022 ESG REPORT.pdf,Successfully downloaded
MCP.AX_FY2022_2022 Sustainability Strategy.pdf,Successfully downloaded
NPKJ.J_FY2022_Integrated Report 2022.pdf,Successfully downloaded
BWX.AX_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
MURJ.J_FY2022_Integrated annual report 2022.pdf,Successfully downloaded
MURJ.J_FY2022_SUSTAINABILITY REPORT 2022.pdf,Successfully downloaded
ASML.AS_FY2022_2022 Sustainability Policy.pdf,Successfully downloaded
DTEGn.DE_FY2022_Sustainability Day 2022 Presentation.pdf,Successfully downloaded
